name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status_binary
highground,"['Customer Service', 'Enterprise Software', 'Human Resources', 'Incentives', 'Reviews and Recommendations']",10159999.0,USA,IL,2012-01-01,3,2012-12-01,2014-08-19,1
highjump software,['Software'],10000000.0,USA,MN,1983-01-01,1,2002-02-04,2002-02-04,1
highscore house,"['Games', 'Kids', 'Parenting']",284775.0,CAN,QC,2011-01-01,2,2011-01-01,2012-01-26,0
hint,['Curated Web'],5900000.0,USA,CA,2010-01-01,1,2012-07-09,2012-07-09,0
hipbone,"['Analytics', 'Customer Service', 'Software']",750000.0,USA,CA,1994-11-18,1,1999-03-01,1999-03-01,1
hipchat,"['Chat', 'Collaboration', 'Enterprises', 'Messaging']",100000.0,USA,CA,2009-09-01,1,2010-08-10,2010-08-10,1
hipclub,['Online Travel'],7000000.0,RUS,48,2010-04-01,1,2013-06-04,2013-06-04,0
hipcricket,"['Advertising', 'Business Analytics', 'Mobile Commerce']",17550000.0,USA,NY,2004-01-01,3,2007-03-22,2013-10-15,1
hiperos,"['Enterprise Software', 'Software']",41358853.86867132,USA,MA,2007-01-01,1,2010-12-31,2010-12-31,1
hipgeo,['Travel'],500000.0,USA,CA,2010-08-01,1,2011-04-20,2011-04-20,0
hiplogic,['Mobile'],14664565.0,USA,CA,2005-01-01,2,2008-02-08,2009-12-02,1
hippflow,['Curated Web'],100000.0,RUS,48,2009-04-01,1,2013-07-13,2013-07-13,0
hipsnip,"['Curated Web', 'E-Commerce', 'Publishing', 'Reviews and Recommendations', 'Social Buying']",21214175.002838995,GBR,H9,2010-03-01,1,2012-08-01,2012-08-01,0
hipster,['Curated Web'],1000000.0,USA,CA,2011-01-01,1,2011-05-16,2011-05-16,1
hiptype,"['Advertising', 'Analytics', 'Big Data', 'Publishing']",41358853.86867132,USA,CA,2008-04-20,1,2012-08-01,2012-08-01,0
hipui,"['Interface Design', 'Location Based Services', 'Mobile', 'User Experience Design']",487095.0,SGP,unknown,2010-01-01,1,2009-01-01,2009-01-01,0
hirehive,"['Collaborative Consumption', 'Film Production', 'Marketplaces', 'Shared Services']",41358853.86867132,USA,CA,2011-02-21,1,2010-06-01,2010-06-01,0
histogenics,['Biotechnology'],96400000.0,USA,MA,2004-05-24,3,2008-09-04,2012-07-23,1
historx,['Biotechnology'],13260546.0,USA,CT,2004-01-01,4,2004-09-14,2011-05-27,1
hit systems,"['Cloud Computing', 'Enterprise Software', 'Information Services', 'SaaS', 'Virtualization']",125000.0,USA,FL,2008-09-01,1,2008-09-01,2008-09-01,0
hitpost,"['Databases', 'Local', 'Mobile', 'Photography', 'Social Media', 'Sports']",2000000.0,USA,CA,2009-04-01,3,2010-01-01,2012-04-26,1
hittite microwave,['Semiconductors'],41358853.86867132,USA,MA,1996-08-09,1,2000-11-20,2000-11-20,1
hitwise,['Curated Web'],14200000.0,AUS,7,1996-03-20,2,2000-07-01,2004-01-01,1
hive media,['Games'],1500000.0,USA,CA,2008-01-01,1,2011-08-31,2011-08-31,0
hive7,"['Entertainment', 'Facebook Applications', 'Games', 'Internet', 'MMO Games', 'Social Media']",41358853.86867132,USA,CA,2006-06-01,1,2006-01-01,2006-01-01,1
hivelive,"['B2B', 'Blogging Platforms', 'Forums', 'Networking', 'Social Media', 'Web Tools']",8950000.0,USA,CO,2002-07-22,3,2006-11-02,2008-02-27,1
hiwifi,['Hardware + Software'],20000000.0,CHN,unknown,2013-01-01,2,2013-09-25,2014-07-05,0
hiwired,['Software'],14000000.0,USA,MA,2004-01-01,2,2008-01-01,2008-01-02,1
hizliyol technology,"['Consulting', 'Information Technology', 'Software']",25000.0,TUR,34,2010-06-12,1,2015-06-04,2015-06-04,0
hla data systems,"['Health and Wellness', 'Health Care', 'Hospitals']",475000.0,SGP,unknown,2010-09-20,1,2015-01-01,2015-01-01,0
hmt technology,"['Application Performance Monitoring', 'Film', 'Media']",41358853.86867132,USA,CA,1991-08-19,1,1995-11-30,1995-11-30,1
hn discounts corporation,"['E-Commerce', 'Fashion']",25000.0,USA,GA,2011-10-01,1,2011-10-01,2011-10-01,0
hnng,['Energy'],500000.0,USA,TX,2000-09-20,2,2005-01-01,2006-04-01,0
hochy eto,"['Hotels', 'Property Management', 'Real Estate']",167000.0,RUS,66,2008-02-01,1,2012-05-14,2012-05-14,0
holidaycheck,"['Information Services', 'Leisure', 'Travel', 'Travel & Tourism']",58691380.64413128,CHE,19,2004-01-01,1,2006-07-01,2006-07-01,1
holidaygang.com,"['Active Lifestyle', 'Lifestyle', 'Social Media', 'Social Media Marketing', 'Travel', 'Travel & Tourism']",55000.0,GBR,H9,2013-09-01,1,2014-12-31,2014-12-31,0
hollywood interactive group,['Curated Web'],5000000.0,USA,CA,2004-06-07,1,2008-09-18,2008-09-18,0
holochip,"['3D', 'Electronics', 'Manufacturing']",2700000.0,USA,NM,2003-09-18,1,2007-12-30,2007-12-30,0
hologic,"['Biotechnology', 'Health Diagnostics']",450000000.0,USA,MA,1985-01-01,1,2010-11-30,2010-11-30,1
home-account,['Finance'],1000000.0,USA,CA,2008-11-01,2,2009-04-16,2009-07-16,1
home bancorp,['Finance'],16500000.0,USA,LA,1908-01-01,1,2015-03-10,2015-03-10,1
home comfort zones,['Hardware + Software'],1250000.0,USA,OR,2002-01-01,1,2010-04-19,2010-04-19,1
homeaway,"['Advertising', 'Services', 'Technology', 'Travel', 'Vacation Rentals']",504678374.0,USA,TX,2005-02-01,5,2005-01-01,2010-10-01,1
homejoy,['Hospitality'],39700000.0,USA,CA,2012-07-01,5,2010-03-01,2013-12-05,0
homeowners of america holding,['Health and Wellness'],4950000.0,USA,TX,2005-01-01,1,2005-11-01,2005-11-01,1
homerun,['Curated Web'],41358853.86867132,USA,CA,2009-01-01,1,2010-05-13,2010-05-13,1
homesav,"['E-Commerce', 'Furniture']",1200000.0,CAN,ON,2010-01-01,1,2011-09-27,2011-09-27,1
homeshop18,"['E-Commerce', 'Online Shopping', 'Retail']",65000000.0,IND,36,2008-04-09,3,2008-07-08,2013-10-23,0
homesphere,"['SaaS', 'Software', 'Supply Chain Management']",2000000.0,USA,CO,1999-01-01,2,2002-06-04,2009-01-20,1
homest,"['Apps', 'Interior Design', 'Mobile']",41431.8859794498,SGP,unknown,2014-08-01,1,2014-10-15,2014-10-15,0
honestly.com,['Curated Web'],1200000.0,USA,CA,2006-07-08,1,2010-10-19,2010-10-19,0
honestly now,"['Advice', 'Games', 'Internet', 'Mobile', 'Parenting', 'Social Games', 'Women']",41358853.86867132,USA,NY,2010-01-01,1,2011-09-20,2011-09-20,0
honeycomb security solutions,['Security'],911000.0,GBR,L9,2003-01-01,1,2007-07-30,2007-07-30,0
honeywell,"['Manufacturing', 'Technology']",11400000.0,USA,NJ,1985-04-23,1,2009-10-27,2009-10-27,1
honk,"['Automotive', 'Consumer Internet', 'Media', 'Networking']",41358853.86867132,USA,CA,2009-01-01,1,2009-03-13,2009-03-13,1
hoopos.com,['E-Commerce'],16226805.084210526,IND,19,2011-01-01,1,2011-10-01,2011-10-01,1
hopelab,"['Health and Wellness', 'Nonprofits', 'Technology']",9000000.0,USA,CA,2001-01-01,1,2005-01-01,2005-01-01,0
"hopon, inc.","['Internet', 'Social Travel', 'Travel']",750000.0,USA,CA,2013-08-01,1,2015-03-12,2015-03-12,1
hoppit,"['Machine Learning', 'Personalization', 'Reviews and Recommendations', 'Search']",500000.0,USA,NY,2011-01-01,1,2012-07-01,2012-07-01,1
hopscot.ch,"['Messaging', 'Video Chat']",50000.0,USA,WI,2010-12-09,1,2011-01-01,2011-01-01,0
hopscotch,"['Apps', 'iPhone', 'Mobile']",2000000.0,USA,CA,2010-01-01,2,2011-04-01,2014-02-23,0
hopscout,"['E-Commerce', 'Social Commerce']",1300000.0,USA,CA,2011-04-01,1,2010-09-01,2010-09-01,0
hopstop.com,"['All Markets', 'Android', 'Curated Web', 'iPad', 'Navigation']",2000000.0,USA,NY,2005-01-01,2,2007-07-01,2008-01-01,1
horam vr,"['Creative', 'Services', 'Virtual Worlds']",548311.0,SGP,unknown,2015-01-01,1,2015-08-10,2015-08-10,0
horizon discovery,"['Biotechnology', 'Health Diagnostics', 'Pharmaceuticals']",50251719.0,GBR,C3,2007-01-01,5,2008-04-07,2013-06-03,1
horizon technology finance,['Financial Services'],30900000.0,USA,CT,2010-03-20,2,2014-07-01,2015-03-25,1
horizon pharma,"['Biotechnology', 'Health Care']",492000000.0,USA,IL,2005-01-01,4,2007-07-23,2014-06-19,1
horizon wind energy,['Clean Technology'],318000000.0,USA,TX,1998-01-01,2,2009-12-03,2009-12-29,1
horizontal systems,['Software'],15515606.656651298,SGP,unknown,2005-12-19,1,2010-04-01,2010-04-01,1
hormiplast,"['Construction', 'Design']",20000.0,ARG,unknown,2010-11-18,1,2015-03-01,2015-03-01,0
horrance,['Social Media'],30000.0,SGP,unknown,2011-07-01,1,2011-07-01,2011-07-01,0
horse creek entertainment,['E-Commerce'],697792.0,SWE,26,1989-01-01,1,2008-10-29,2008-10-29,0
horsehead holding,['Manufacturing'],50000000.0,USA,PA,2003-01-01,1,2014-08-14,2014-08-14,1
hortonworks,"['Big Data', 'Enterprise Software', 'Search', 'Software']",248000000.0,USA,CA,2011-06-01,5,2011-06-01,2014-07-24,1
hostex,"['Data Centers', 'Internet', 'Networking', 'SaaS', 'Web Hosting']",47475.5,LTU,65,1995-01-01,1,2007-01-01,2007-01-01,1
hotalot,"['Journalism', 'News']",252040.0,SVN,61,2008-11-21,1,2008-11-21,2008-11-21,0
hotclickvideo,"['E-Commerce', 'Marketplaces', 'Monetization', 'Software', 'Technology', 'Television']",525000.0,USA,CA,2009-07-01,1,2009-10-05,2009-10-05,0
hotelbar,"['Hospitality', 'Hotels', 'Service Providers']",136332.0,BRA,23,1997-01-18,1,2001-05-01,2001-05-01,0
hotelevision,"['Cable', 'Hotels', 'Television']",15000000.0,USA,NY,1998-12-18,1,2003-03-31,2003-03-31,0
hotelicopter,"['Curated Web', 'Hotels', 'Networking', 'Reviews and Recommendations', 'Search', 'Social Media', 'Software', 'Travel']",5000000.0,USA,VA,2006-06-01,2,2008-11-17,2011-03-31,0
hotellauncher.com,"['Distribution', 'Hospitality', 'Hotels']",147595.0,SGP,unknown,2014-10-02,1,2015-02-15,2015-02-15,0
hotelsmap.com,"['Enterprise Software', 'Hotels', 'Maps', 'Travel']",5000.0,ARE,3,2010-06-20,1,2009-12-10,2009-12-10,0
hotlist,"['Colleges', 'Events', 'Facebook Applications', 'Private Social Networking', 'Social Media']",1474998.0,USA,NY,2008-01-01,4,2008-05-01,2012-01-01,0
hotpads,"['Hotels', 'Online Rental', 'Real Estate', 'Search', 'Vacation Rentals']",2300000.0,USA,CA,2005-05-04,1,2007-03-01,2007-03-01,1
hotpathz inc.,"['3D', '3D Technology', 'Services']",150000.0,SGP,unknown,2015-06-01,1,2015-06-01,2015-06-01,0
hot potato,['Social Media'],1420000.0,USA,NY,2009-01-01,1,2009-11-25,2009-11-25,1
hotsip,"['Communications Infrastructure', 'Service Providers', 'Telecommunications']",3541773.0,SWE,26,1999-01-01,1,2003-05-25,2003-05-25,1
hotspur technologies,"['Customer Service', 'Health Care', 'Medical Devices']",10321150.0,USA,CA,2008-01-01,5,2008-11-01,2011-09-02,1
hotswap,"['Cars', 'E-Commerce']",1000000.0,USA,CA,2002-09-20,1,2007-01-01,2007-01-01,0
hottolink,"['Analytics', 'Databases', 'Social Media']",30231624.082057405,JPN,40,2000-06-01,1,2012-12-03,2012-12-03,1
hourville,"['Education', 'Entertainment', 'Games', 'Health and Wellness', 'Internet', 'Local', 'Local Search', 'Online Rental', 'Sales and Marketing', 'Search', 'Services', 'Teachers', 'Training', 'Tutoring']",41358853.86867132,USA,TX,2008-01-01,1,2009-08-01,2009-08-01,0
housefix,"['Communities', 'Curated Web', 'Home & Garden', 'Local', 'Local Businesses', 'Professional Services', 'Project Management']",149996.0,USA,PA,2010-06-01,1,2012-03-14,2012-03-14,0
housevalues,"['Innovation Engineering', 'Real Estate', 'Technology']",14500000.0,USA,WA,1999-01-01,1,2004-05-21,2004-05-21,1
howaboutwe,"['Curated Web', 'Online Dating']",22300000.0,USA,NY,2009-11-01,3,2010-09-01,2013-09-25,1
howdy,"['Information Technology', 'Operating Systems', 'SaaS']",1500000.0,SGP,unknown,2011-07-09,1,2015-10-20,2015-10-20,0
howstuffworks,['Curated Web'],75000000.0,USA,GA,1999-01-01,2,2000-06-14,2007-04-11,1
hoyos corporation,['Enterprise Software'],40000000.0,USA,NY,2005-01-01,1,2010-10-12,2010-10-12,0
hr.pipapai,"['Cloud Computing', 'Cloud Infrastructure', 'Recruiting']",1500000.0,SGP,unknown,2010-01-23,1,2014-05-06,2014-05-06,0
hstreaming,['Analytics'],1000000.0,USA,CA,2008-11-03,1,2013-02-14,2013-02-14,1
htg molecular diagnostics,"['Biotechnology', 'Health Diagnostics']",47232377.0,USA,AZ,1997-01-01,5,2011-02-24,2014-08-29,1
htp solution,"['Logistics', 'Technology', 'Transportation']",935279.0,SGP,unknown,2001-01-01,1,2015-02-01,2015-02-01,0
hubble telemedical,['Biotechnology'],1150000.0,USA,TN,2011-01-01,4,2012-06-01,2014-02-25,1
hubbuzz.com,['Curated Web'],750000.0,USA,CO,2007-03-01,1,2007-03-01,2007-03-01,0
hubchilla,['Messaging'],41358853.86867132,USA,CA,2008-04-20,1,2012-08-01,2012-08-01,0
hubgets,"['Collaboration', 'SaaS']",7000000.0,ROM,10,2012-12-14,3,2011-08-09,2013-04-03,0
hubkick,"['Productivity Software', 'Social Media', 'Software', 'Task Management']",112500.0,USA,CA,2011-01-01,1,2011-03-07,2011-03-07,0
hubspan,['Software'],13000000.0,USA,WA,2000-01-01,1,2005-10-14,2005-10-14,1
hubspot,"['Lead Generation', 'Software']",100500000.0,USA,MA,2006-06-09,6,2006-05-01,2012-11-10,1
huddler,"['Advertising', 'Curated Web', 'Forums', 'Mobile', 'Shopping']",22750000.0,USA,CA,2007-04-01,3,2008-05-01,2011-01-01,1
"hudooku, inc.","['Chat', 'Social Media', 'Social Network Media']",175000.0,USA,CA,2014-05-01,1,2014-05-01,2014-05-01,0
the huffington post,"['Media', 'News', 'Publishing']",37000000.0,USA,NY,2005-05-09,5,2005-05-01,2010-08-01,1
hug energy,['Curated Web'],600000.0,USA,CA,2009-11-01,1,2010-09-01,2010-09-01,0
hughes telematics,['Mobile'],67255150.0,USA,GA,2007-01-01,3,2010-05-20,2011-10-20,1
huje labs,"['Internet', 'Internet Marketing', 'Mobile', 'SEO', 'Software', 'Web Tools']",25000.0,PAK,5,2006-01-10,1,2008-05-15,2008-05-15,0
hukkster,"['Curated Web', 'E-Commerce', 'Fashion', 'Retail']",4500000.0,USA,NY,2012-04-01,3,2012-11-14,2014-03-12,0
hulbee,['Search'],9000000.0,CHE,15,2008-01-01,1,2015-08-01,2015-08-01,0
human demand,"['Mobile', 'Mobile Advertising', 'Startups']",1225000.0,USA,NY,2012-02-01,2,2012-12-03,2013-03-20,1
human network labs,['Curated Web'],50000.0,USA,PA,2007-01-01,1,2010-05-06,2010-05-06,0
humanoid,"['Audio', 'Developer APIs', 'SEO', 'Social Media', 'Software', 'Speech Recognition', 'Video', 'Video Streaming', 'Web Development']",1100000.0,USA,CA,2008-10-01,2,2010-06-01,2010-12-01,1
humedica,['Health and Wellness'],63000000.0,USA,MA,1979-01-01,3,2009-10-01,2012-04-16,1
hunch,"['Curated Web', 'Local']",19200000.0,USA,NY,2007-09-01,3,2007-11-01,2010-03-12,1
hundredapples,['Education'],50000.0,SGP,unknown,2011-01-01,1,2011-01-01,2011-01-01,0
hungry local,"['Curated Web', 'Discounts', 'Internet', 'Local Coupons', 'Promotional']",80570.0,GBR,unknown,2011-02-01,1,2011-02-01,2011-02-01,1
hungrybuddies.com,"['Delivery', 'Restaurants', 'Services']",100000.0,IND,36,2013-10-01,1,2013-10-01,2013-10-01,0
hurray!,['Fashion'],4000000.0,CHN,22,1999-09-01,1,2003-03-01,2003-03-01,1
hurricane party,"['Group Buying', 'Location Based Services', 'Mobile', 'Networking']",20000.0,USA,TX,2010-05-01,1,2010-05-01,2010-05-01,0
hurrier,"['E-Commerce', 'E-Commerce Platforms', 'Mobile', 'Transportation']",192357.0,CAN,ON,2013-11-01,2,2014-03-01,2014-06-01,1
hutchinson technology,['Software'],57200000.0,USA,MN,2006-09-10,3,2010-12-22,2013-02-06,0
hx diagnostics,"['Biotechnology', 'Health Diagnostics']",7800000.0,USA,CA,2006-01-01,2,2009-02-17,2009-09-30,0
hyaqu,['E-Commerce'],500000.0,USA,OR,2011-07-25,1,2011-06-25,2011-06-25,0
hybrid paytech,['Software'],300000.0,CAN,QC,2008-01-01,1,2014-06-19,2014-06-19,1
hybridsite web services,"['Curated Web', 'Design', 'Interface Design', 'Music', 'Photography', 'User Experience Design', 'Web Design', 'Web Development', 'Web Hosting']",41358853.86867132,USA,OH,2013-07-01,1,2013-07-01,2013-07-01,1
hybris,"['Content', 'Enterprise Software', 'Services']",30000000.0,CAN,QC,1997-01-01,4,2009-09-25,2013-03-05,1
hycrete,['Building Products'],15000000.0,USA,NJ,2003-01-01,1,2008-07-11,2008-07-11,1
hydrogenics,['Environmental Innovation'],7500000.0,CAN,ON,1996-01-01,1,2015-05-06,2015-05-06,1
hydroglobe,"['Environmental Innovation', 'Services']",1100000.0,USA,NJ,1999-05-21,1,2003-09-01,2003-09-01,1
hygeia personal care products,"['Curated Web', 'Parenting']",41358853.86867132,USA,CA,2004-07-01,1,2008-01-01,2008-01-01,0
hymite,"['Finance', 'FinTech']",33458281.0,DNK,17,1999-11-28,3,2004-03-10,2007-01-11,0
hyper9,['Software'],17200000.0,USA,TX,2006-01-01,4,2007-01-19,2009-02-26,1
hyperformix,['Software'],11800000.0,USA,TX,2002-05-19,2,2006-08-30,2009-03-03,1
hyperic,"['Cloud Management', 'Software']",9900000.0,USA,CA,2004-01-01,2,2006-05-10,2007-06-05,1
hyperion therapeutics,"['Biotechnology', 'Health Care']",165961509.0,USA,CA,2006-01-01,7,2007-09-05,2011-11-04,1
hyperion solutions,"['Business Productivity', 'Financial Services', 'Web Tools']",41358853.86867132,USA,CA,1981-01-01,1,1991-08-09,1991-08-09,1
hyperpublic,"['Analytics', 'Ediscovery', 'Local', 'Search']",1150000.0,USA,NY,2005-01-26,2,2009-05-09,2010-09-01,0
hyperquality,"['Analytics', 'Outsourcing', 'Professional Services', 'Surveys']",15500000.0,USA,WA,2003-01-01,2,2005-06-12,2007-01-23,1
hyperquest,"['Developer Tools', 'Software', 'Web Development']",700000.0,USA,IL,2007-11-19,1,2012-03-01,2012-03-01,1
hyperroll,['Enterprise Software'],24500000.0,USA,CA,1998-06-22,2,2002-10-03,2004-03-24,1
hypersciences,['Technology'],15515606.656651298,SGP,unknown,2011-02-18,1,2015-06-01,2015-06-01,0
hypertension diagnostics,"['Biotechnology', 'Health Diagnostics']",833600.0,USA,MN,1988-01-01,1,2012-03-12,2012-03-12,1
hyperweek,"['Social Media', 'Web Tools']",761798.0,CHE,7,2009-01-01,4,2008-11-28,2012-04-02,1
hyphen 8,['Curated Web'],100000.0,USA,CA,2003-06-20,1,2007-10-01,2007-10-01,0
hypios,"['Collaboration', 'Curated Web', 'EdTech', 'Education', 'Health and Wellness']",3581700.0,FRA,A8,2008-04-03,4,2008-01-01,2011-06-15,0
hypnion,"['Diagnostics', 'Medical', 'Therapeutics']",47500000.0,USA,MA,1998-12-04,1,2003-03-17,2003-03-17,1
hytle,"['Curated Web', 'Education', 'Software']",25000.0,SGP,unknown,2009-04-01,1,2009-04-01,2009-04-01,0
i am smart technology,['Hardware + Software'],752000.0,USA,CO,2008-01-14,2,2008-01-19,2011-08-25,0
i-cube,"['Application Platforms', 'Customer Service', 'Software']",4240250000.0,USA,MA,1993-10-21,3,1998-02-01,1999-06-01,1
i-frontdesk,"['Hotels', 'Resorts', 'Travel']",63173.0,DEU,2,2012-01-01,1,2012-07-01,2012-07-01,0
i just shared,['Social Media'],200000.0,USA,CA,2010-08-06,1,2010-11-01,2010-11-01,0
i like my waitress,['Apps'],25000.0,SGP,unknown,2014-07-01,1,2014-07-01,2014-07-01,1
i-logix,"['Computers', 'Software', 'Technology']",10500000.0,SGP,unknown,1995-08-11,1,1999-11-22,1999-11-22,1
i-nalysis,['Hardware + Software'],41358853.86867132,USA,MA,2008-01-01,1,2009-12-22,2009-12-22,0
i/o t-shirt,"['Services', 'Technology', 'Wearables']",12500.0,SGP,unknown,2011-04-20,1,2015-08-01,2015-08-01,0
i-quest,"['Internet Service Providers', 'Networking', 'Wireless']",11500000.0,SGP,unknown,1996-03-23,1,2000-07-04,2000-07-04,0
i-shake,['Games'],41358853.86867132,USA,GA,2009-01-01,1,2009-01-01,2009-01-01,0
i-works,['Software'],7000000.0,USA,IL,1989-01-01,1,2000-06-20,2000-06-20,1
i2we,['Social Media'],750000.0,USA,CA,2007-01-01,1,2008-06-16,2008-06-16,0
iasis healthcare,"['Health and Wellness', 'Health Care', 'Hospitals', 'Medical']",1500000.0,USA,TN,2003-06-27,1,2007-10-08,2007-10-08,1
ibabybox,['Social Media'],25000.0,USA,CA,2013-01-01,1,2013-07-13,2013-07-13,0
ibeatyou,"['Games', 'Video']",1000000.0,USA,CA,2003-12-12,1,2008-03-24,2008-03-24,1
ibiquity digital corporation,"['Broadcasting', 'Internet Radio Market', 'Manufacturing', 'Semiconductors']",42477641.0,USA,MD,1991-01-01,2,2005-02-08,2009-07-20,1
ibloks,"['Entertainment', 'Internet', 'Media', 'Personalization']",500000.0,USA,CA,2001-11-02,1,2006-02-13,2006-02-13,0
ibloom technologies,['Curated Web'],16226805.084210526,IND,9,2009-05-01,1,2009-05-01,2009-05-01,0
ibs software services (p),['Software'],60000000.0,IND,13,1997-01-01,1,2007-07-26,2007-07-26,1
ibsn,"['Finance', 'Financial Services', 'Service Providers']",6020000.0,USA,CO,2000-08-28,1,2004-12-09,2004-12-09,0
ic media corporation,['Sensors'],22500000.0,USA,CA,1998-01-01,1,2004-03-01,2004-03-01,1
icad,['Analytics'],15000000.0,USA,NH,2007-09-22,1,2012-01-03,2012-01-03,1
icagen,"['Biotechnology', 'Health and Wellness']",5000000.0,USA,NC,1992-01-01,1,2009-09-21,2009-09-21,1
ican,"['Application Platforms', 'Health and Wellness', 'Information Services']",4000000.0,USA,MN,1996-05-07,1,2000-08-18,2000-08-18,0
iceberg,"['Business Development', 'PaaS', 'SaaS', 'Software', 'Web Tools']",721880.0,IRL,7,2006-01-01,2,2006-01-01,2014-08-22,1
icelerate,['Services'],11080000.0,USA,CA,1997-02-08,1,2001-05-22,2001-05-22,0
icentera,['Software'],1500000.0,USA,MN,2003-10-01,1,2005-07-19,2005-07-19,1
icera,['Mobile'],244500000.0,GBR,B7,2002-04-01,9,2003-02-07,2011-06-03,1
icerocket,['Search'],300000.0,USA,TX,2004-01-01,1,2004-07-01,2004-07-01,1
ichange,"['Career Management', 'Email', 'Fitness', 'Health and Wellness', 'Messaging', 'Mobile', 'Wine And Spirits']",2330500.0,USA,CA,2008-01-01,4,2007-10-01,2010-11-18,1
ichiba,"['E-Commerce', 'Marketplaces', 'Retail']",800000.0,SGP,unknown,2007-10-09,1,2012-01-20,2012-01-20,0
iclinix,"['Clinical Trials', 'Health Care', 'Pharmaceuticals']",10000000.0,AUS,2,2005-01-01,1,2008-01-08,2008-01-08,0
ico therapeutics,['Biotechnology'],5456425.0,CAN,BC,2005-08-20,3,2009-12-01,2014-02-05,1
icon medical corp.,"['Health Care', 'Medical', 'Medical Devices']",27671780.0,SGP,unknown,2001-04-30,4,2005-08-11,2012-03-14,0
