name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status
Pricebets,['Sports'],175916,ESP,56,2011-01-01,1,2011-11-15,2011-11-15,closed
Priceline,"['Business Services', 'Collaboration', 'Hotels', 'Internet', 'Online Travel', 'Ticketing', 'Transportation', 'Travel']",77336990,USA,CT,1998-01-01,3,1998-02-01,1998-12-01,ipo
PriceMatch,"['Hotels', 'SaaS', 'Software']",10381850,FRA,A8,2012-04-20,2,2013-11-19,2015-02-13,acquired
PriceTag,"['Local Businesses', 'Mobile', 'Search']",-,EST,1,2011-02-12,1,2011-01-01,2011-01-01,closed
Prim,['E-Commerce'],-,USA,CA,2013-01-01,1,2013-03-01,2013-03-01,closed
Prima.it,,-,,,2013-01-01,1,2013-12-01,2013-12-01,closed
Primadiag,,205380.022390845,,,,1,2014-12-02,2014-12-02,closed
Primaeva Medical,['Health Care'],14250000,USA,CA,,3,2006-01-01,2009-02-21,acquired
Primal Sensors,,50000,,,2014-06-16,1,2015-02-28,2015-02-28,closed
PrimeSense,"['3D', 'Hardware', 'Hardware + Software', 'Sensors']",29400000,ISR,5,2005-05-01,3,2006-08-08,2011-01-12,acquired
Primesport,['Sports'],-,USA,GA,,1,2014-01-07,2014-01-07,acquired
PrimeWire,,1000000,,,,1,2001-10-19,2001-10-19,acquired
PRIMIS Marketing Group,['Marketing Automation'],-,USA,IL,,1,2003-06-19,2003-06-19,closed
Primo Water&Dispensers,"['Local Businesses', 'Water Purification']",31050000,USA,NC,2004-01-01,1,2010-12-01,2010-12-01,ipo
Primocare,"['Health Care', 'Hospitals', 'Medical']",50000,USA,TN,,1,2011-06-03,2011-06-03,closed
Princeton Softech,"['Data Privacy', 'Enterprise Software', 'Software']",21000000,USA,NJ,1989-01-01,1,2002-03-26,2002-03-26,acquired
Print Inc,['Printing'],11400000,USA,WA,1999-01-01,2,2004-03-24,2004-03-24,acquired
Printcafe Software,['Software'],40000000,USA,PA,,1,2002-01-03,2002-01-03,ipo
Printechnologics,['Hardware + Software'],-,DEU,13,,1,2010-10-08,2010-10-08,closed
Printed Piece,"['Curated Web', 'Design', 'Graphics', 'News', 'Printing', 'Promotional', 'Sales and Marketing', 'Web Design']",15000,USA,MA,2010-07-20,1,2010-08-03,2010-08-03,closed
PRINTool,"['3D Printing', 'Industrial Automation', 'New Product Development', 'Open Source']",-,RUS,48,2014-05-14,1,2015-09-30,2015-09-30,closed
Prior Knowledge,"['Analytics', 'Big Data Analytics', 'Cloud Computing', 'Machine Learning', 'SaaS']",1400000,USA,CA,2011-09-01,1,2012-02-01,2012-02-01,acquired
Prism Pharmaceuticals,"['Biotechnology', 'Medical', 'Pharmaceuticals']",15000000,USA,PA,,1,2013-06-13,2013-06-13,acquired
PrivateCore,"['Data Security', 'Security']",2250000,USA,CA,2011-12-16,1,2012-06-06,2012-06-06,acquired
Prixing,['E-Commerce'],534480,FRA,A8,2011-01-01,1,2011-01-01,2011-01-01,closed
Prizm Payment Services,['Finance'],8000000,IND,25,2008-01-01,1,2011-08-05,2011-08-05,acquired
Prizzm,"['CRM', 'SaaS', 'Software']",-,CHE,24,2011-07-29,1,2011-10-01,2011-10-01,closed
Pro 3 Games,"['Game', 'Games', 'Social Media']",259989,AUT,4,2010-11-16,1,2010-11-16,2010-11-16,closed
Pro Options Marketing,"['Consulting', 'Outsourcing', 'Sales and Marketing', 'SEO']",100000,PAK,4,2009-03-09,1,2009-08-19,2009-08-19,closed
Galectin Therapeutics,['Biotechnology'],9514000,USA,GA,2000-12-01,13,2009-02-12,2011-01-06,ipo
Proacta,['Biotechnology'],38500445,USA,CA,2004-01-01,3,2007-02-07,2011-12-15,closed
ProactiveNet,"['Business Services', 'Information Technology', 'Software']",15000000,USA,CA,,1,2001-07-17,2001-07-17,acquired
Probe Manufacturing,['Hardware + Software'],1000000,USA,CA,,1,2011-03-01,2011-03-01,closed
Proberry,"['Bridging Online and Offline', 'Consumer Goods', 'Search']",150000,RUS,48,2008-01-01,1,2013-07-01,2013-07-01,closed
Probiodrug,['Biotechnology'],73422000,DEU,14,1997-01-01,2,2009-11-02,2012-01-04,ipo
Problemcity.com,['Curated Web'],10000,CAN,ON,2011-01-01,1,2011-01-01,2011-01-01,closed
Procera Networks,['Mobile'],4195000,SGP,,2001-01-01,1,2009-05-14,2009-05-14,acquired
Process4E,,-,,,,1,2000-01-01,2000-01-01,closed
ProcessClaims,"['Business Productivity', 'Productivity Software']",4000000,USA,CA,2000-01-01,1,2001-06-22,2001-06-22,acquired
ProChon Biotech,['Biotechnology'],3950000,USA,MA,,1,2010-01-20,2010-01-20,acquired
ProClarity Corporation,"['Analytics', 'Business Intelligence', 'Development Platforms', 'Software']",7750000,USA,ID,1995-01-01,1,2002-07-09,2002-07-09,acquired
Proday,"['Apps', 'Internet', 'Mobile']",20000,,,,1,2015-08-24,2015-08-24,closed
Prodess,['Leisure'],-,NOR,12,,1,2013-01-01,2013-01-01,closed
Productbuzz,,7500000,,,,1,2000-02-01,2000-02-01,closed
Producteev,"['Collaboration', 'Productivity Software', 'Project Management', 'Software', 'Task Management']",1310000,USA,NY,2008-07-08,3,2008-07-15,2010-02-01,acquired
Productopia,,16000000,,,,1,2000-01-31,2000-01-31,closed
Proděti.cz,,-,,,,1,2014-01-01,2014-01-01,closed
Professional Aptitude Council,['Consulting'],2908830,USA,CA,,2,2009-06-09,2010-03-03,acquired
ProFibrix,['Biotechnology'],33000000,NLD,11,2004-01-01,3,2007-03-27,2011-08-05,acquired
Proficient Systems,"['Computers', 'Enterprise Software', 'Information Technology', 'Services']",5000000,USA,GA,2000-01-01,1,2003-12-18,2003-12-18,acquired
Profind,['Tracking'],6500000,USA,IL,,2,2005-12-20,2007-04-24,acquired
ProfitLine,['Hardware + Software'],7000000,USA,CA,1992-01-01,1,2007-02-23,2007-02-23,acquired
ProfitPoint,['E-Commerce'],1250000,USA,PA,,1,2010-10-27,2010-10-27,acquired
ProFounder,['Finance'],460000,USA,CA,2009-01-01,3,2008-04-04,2011-01-31,closed
ProGene Biomedical,['Pharmaceuticals'],5000000,USA,KS,,1,2004-12-02,2004-12-02,closed
Proginet,['Enterprise Software'],568700,USA,NY,,1,2009-08-07,2009-08-07,acquired
Prognos Health,"['Diagnostics', 'Health and Wellness', 'Medical']",5000,,,2015-06-15,1,2015-07-28,2015-07-28,closed
Progow Corp,"['Employment', 'Human Resources', 'Recruiting']",875000,USA,NY,2014-06-01,1,2015-06-01,2015-06-01,closed
Programeter,"['Software', 'Testing']",315380,EST,1,2006-01-01,1,2008-04-24,2008-04-24,closed
Progress Financial Corporation,,4400000,,,,1,2007-03-13,2007-03-13,closed
Progress-Putnam Lovell Advisors,,-,,,,1,2002-10-01,2002-10-01,closed
Progressive Book Club,['Social Media'],1600000,USA,NY,2008-01-01,1,2009-10-01,2009-10-01,closed
Progressive Finance,"['Financial Services', 'Insurance', 'Investment Management']",-,USA,UT,2000-01-01,1,2012-06-15,2012-06-15,acquired
Project Hi-Fi,,300000,USA,CA,2006-01-01,1,2006-11-20,2006-11-20,closed
Slice,['Curated Web'],38025999,USA,CA,2010-01-01,4,2010-05-12,2013-08-23,acquired
"Project Sport, LLC",,-,USA,CA,2008-01-10,1,2014-02-24,2014-02-24,closed
Prolexic Technologies,['Enterprise Software'],51900000,USA,FL,2003-01-01,3,2011-03-28,2013-07-25,acquired
Prolify,['Messaging'],4000000,ISR,2,2002-01-01,1,2005-02-15,2005-02-15,closed
PROLOR Biotech,['Biotechnology'],26399991,ISR,2,,2,2009-08-06,2010-03-25,acquired
Prometei,"['Big Data', 'Cloud Computing', 'Financial Services', 'Machine Learning', 'Predictive Analytics', 'SaaS']",100000,,,2015-01-01,1,2015-07-01,2015-07-01,closed
Prometheus Laboratories,['Biotechnology'],260000000,USA,CA,1995-01-01,1,2010-01-07,2010-01-07,acquired
ProMetic Life Sciences,"['Biotechnology', 'Health Diagnostics']",25100000,CAN,QC,1992-01-01,2,2013-11-20,2014-08-01,ipo
PromiseUP,['Mobile'],210000,RUS,48,2012-03-21,1,2012-05-01,2012-05-01,closed
Prompt Associates,,-,USA,UT,1989-01-01,1,1992-06-29,1992-06-29,acquired
Promuc,"['Assisitive Technology', 'Biotechnology', 'Clean Technology', 'Nanotechnology']",350001,,,,1,2014-03-04,2014-03-04,closed
ProNAi Therapeutics,['Biotechnology'],80231452,CAN,BC,2004-01-01,5,2010-12-27,2015-03-27,ipo
ProNewTech S.A.,['Consulting'],66230,BEL,6,2009-04-01,1,2009-04-01,2009-04-01,closed
PROnoise,"['Entertainment', 'Games', 'Music']",-,USA,CA,2011-11-01,1,2012-03-21,2012-03-21,closed
ProntoForms,"['Android', 'Apps', 'iPhone', 'Mobile', 'Productivity Software']",11600000,CAN,ON,2001-01-01,3,2005-10-11,2015-09-03,ipo
Proofpoint,"['Enterprise Software', 'Software', 'Technology']",79000000,USA,CA,2002-06-01,5,2003-10-14,2008-02-26,ipo
Propagenix,"['Biotechnology', 'Life Sciences']",2300000,USA,MD,,1,2014-04-22,2014-04-22,closed
Propel Software,"['Computers', 'Internet', 'Networking']",10120000,USA,CA,,1,2004-12-03,2004-12-03,acquired
Propeller,"['Application Platforms', 'Curated Web', 'Mobile']",1250000,USA,CA,2013-01-01,1,2013-06-27,2013-06-27,closed
Properr,"['Property Management', 'Real Estate', 'Startups']",477899.064683259,,,2015-01-01,1,2015-10-01,2015-10-01,closed
PropertyBridge,['Real Estate'],2000000,USA,CA,2003-01-01,1,2006-01-31,2006-01-31,acquired
PropertyPaths.com,"['Property Management', 'Real Estate', 'Transaction Processing']",100000,,,2014-11-15,1,2014-11-15,2014-11-15,closed
ProPharma Group,,-,USA,KS,2001-01-01,1,2015-03-25,2015-03-25,closed
ProPhase Labs,"['Health and Wellness', 'Healthcare Services', 'Information Technology', 'Medical']",7000000,USA,PA,,1,2014-01-01,2014-01-01,ipo
ProQuo,['Curated Web'],13000000,,,,2,2006-09-01,2008-01-01,closed
Prosbee Inc.,['Social Media'],240000,JPN,40,2012-05-28,2,2012-07-04,2013-05-28,closed
Prose,"['Creative', 'Social Media', 'Writers']",150000,,,2014-03-10,1,2014-04-15,2014-04-15,closed
Prosensa,"['Biotechnology', 'Health Care', 'Medical', 'Therapeutics']",73272800,NLD,11,2002-01-01,4,2007-02-01,2014-07-02,acquired
ProSight,['Software'],-,USA,OR,,1,1989-11-15,1989-11-15,acquired
ProsoftTraining.com,,3000000,,,,1,1999-11-24,1999-11-24,closed
Prosonix,['Biotechnology'],45049261,GBR,K2,2006-01-01,2,2011-07-06,2012-05-24,acquired
ProspectHills,"['Information Technology', 'Startups']",2700000,USA,CA,,1,2007-11-20,2007-11-20,closed
Prosperity Financial Services Pte Ltd,['Finance'],370000,SGP,,2006-04-05,2,2006-03-01,2007-02-01,closed
Prospxt,,-,USA,FL,2015-03-01,1,2015-07-31,2015-07-31,closed
ProStor Systems,"['Information Technology', 'Manufacturing', 'Storage']",26400000,USA,CO,2004-05-01,3,2005-11-02,2010-07-12,acquired
ProTec,['Alumni'],12500,,,,1,2015-08-01,2015-08-01,closed
Protecode,"['Intellectual Property', 'Open Source', 'Security', 'Software']",4190878,CAN,ON,2007-01-01,1,2008-01-15,2008-01-15,acquired
Protection One,['Security'],250000000,USA,KS,1988-01-01,1,2015-01-10,2015-01-10,acquired
Protective Systems,['Security'],788800,USA,CA,2007-01-01,1,2010-03-02,2010-03-02,closed
Protego Networks,"['Data Security', 'Financial Services', 'Manufacturing']",6300000,USA,CA,2002-01-01,1,2004-01-16,2004-01-16,acquired
Protein Forest,['Biotechnology'],24010000,USA,MA,2002-01-01,4,2003-11-21,2009-11-06,acquired
Proteon Therapeutics,['Biotechnology'],126538660,USA,MA,2001-01-01,5,2007-09-06,2014-05-16,ipo
Protez Pharmaceuticals,"['Health and Wellness', 'Health Care', 'Pharmaceuticals']",15000000,,,,1,2005-08-01,2005-08-01,acquired
Protiva Biotherapeutics,['Biotechnology'],8250000,USA,WA,2000-01-01,2,2006-07-13,2007-07-06,acquired
Proto Labs,['Manufacturing'],52000000,USA,MN,1999-01-01,1,2008-08-19,2008-08-19,ipo
ProtoExchange,"['Hardware', 'Marketplaces']",133000,USA,TX,2012-10-12,2,2013-05-20,2013-08-06,closed
ProtoGeo,['Mobile'],1600000,FIN,13,2012-01-01,1,2013-01-01,2013-01-01,acquired
Protonex Technology Corporation,"['Batteries', 'Computers', 'Online Shopping']",181000000,USA,MA,2000-01-01,5,2000-11-15,2013-09-01,acquired
Prototypo,"['Creative', 'Design', 'Software']",53000,FRA,B9,2013-09-01,1,2014-04-10,2014-04-10,closed
Provade,['Enterprise Software'],18384392,USA,CA,2004-01-01,5,2006-01-23,2010-08-11,acquired
Provigent,['Semiconductors'],40000000,USA,CA,2000-01-01,4,2004-09-21,2008-12-29,acquired
ProVision Communications,['Hardware + Software'],3164252.71049446,GBR,B7,,2,2008-01-23,2010-02-10,closed
Proxeon,['Biotechnology'],2410000,DNK,21,,1,2009-02-02,2009-02-02,acquired
Proxima Therapeutics,"['Health Care', 'Health Diagnostics', 'Medical']",31000000,USA,GA,,2,2001-02-02,2002-08-17,acquired
Proximal Data,"['Intelligent Systems', 'Software', 'Storage']",7999996,USA,CA,2011-01-01,4,2012-10-24,2013-04-26,acquired
Proximex,['Software'],1392000,USA,CA,2004-01-01,1,2010-01-29,2010-01-29,acquired
Proximic,"['Advertising', 'Analytics']",10411000,USA,CA,2006-04-04,4,2006-05-05,2010-12-08,acquired
Proxsys,['Biotechnology'],-,USA,AL,,1,2007-03-12,2007-03-12,acquired
PRSM Healthcare,['Biotechnology'],105000,USA,TN,2011-01-01,2,2012-05-25,2013-09-19,closed
Pruffi,"['Human Resources', 'Internet', 'Recruiting']",400000,RUS,48,2010-01-01,1,2012-09-01,2012-09-01,closed
PRUSLAND SL,"['Advertising', 'Internet', 'Monetization', 'Public Relations', 'Social Media', 'Television', 'Video']",1314175,ESP,29,2010-10-14,3,2009-10-01,2010-07-07,closed
Prylos,['Software'],1097000,FRA,A8,,2,2005-12-12,2007-01-15,closed
PS XO,"['Entertainment', 'Event Management', 'Events']",-,USA,CA,,1,2013-01-01,2013-01-01,acquired
PSA Inc,,7000000,USA,CA,,1,1999-12-23,1999-12-23,closed
PSC Info Group,,-,USA,PA,,1,2002-07-31,2002-07-31,acquired
psicofxp,['Curated Web'],1150000,ARG,7,2000-11-15,1,2011-12-15,2011-12-15,closed
PsiloQuest,['Publishing'],7000000,USA,FL,,1,2004-01-06,2004-01-06,closed
pSivida,['Biotechnology'],57800000,USA,MA,,3,2012-07-18,2014-03-13,ipo
Psonar Limited,"['Entertainment', 'Music', 'Services']",883178.013505848,,,2008-06-03,2,2013-12-19,2014-10-10,closed
PSS Systems,['Legal'],23000000,USA,CA,,2,2007-03-01,2008-06-15,acquired
Psychiatric Solutions,"['Health Care', 'Healthcare Services', 'Hospitals']",25000000,USA,TN,1988-01-01,1,2003-01-10,2003-01-10,acquired
Psytechnics,['Public Relations'],11600000,GBR,N5,,1,2004-05-27,2004-05-27,acquired
PTC Therapeutics,"['Biotechnology', 'Health Care']",417100000,USA,NJ,1998-01-01,11,2001-09-19,2015-08-14,ipo
Publer,"['Business Services', 'Networking', 'Social Media', 'Social Network Media']",180000,UKR,13,,2,2013-06-01,2014-01-16,closed
PublicEarth,"['Gps', 'Location Based Services', 'Travel']",4000000,USA,CA,2008-01-01,2,2008-02-08,2010-05-21,closed
Public Media Works,['Curated Web'],2099590,USA,CA,,2,2011-05-17,2011-06-13,closed
Public Post,,-,,,,1,2008-08-14,2008-08-14,closed
PublicStuff,['Curated Web'],6552136,USA,NY,2009-01-01,3,2011-06-06,2012-10-09,acquired
PublikDemand,"['Consumers', 'Curated Web', 'Enterprises', 'Lead Generation']",-,USA,TX,2012-02-01,1,2012-02-09,2012-02-09,closed
Publishd,"['Online Shopping', 'Sales and Marketing', 'Social Commerce']",153058.100855085,GBR,R3,2014-08-08,1,2015-05-01,2015-05-01,closed
Puentes Company,['Curated Web'],100000,USA,FL,2012-01-01,1,2013-01-31,2013-01-31,closed
Puick,"['Computers', 'Hardware', 'Technology']",85870.0785711219,,,2015-01-01,1,2015-01-01,2015-01-01,closed
Pulaski Bank,['Banking'],6700000,USA,MO,1922-01-01,1,2014-06-27,2014-06-27,ipo
Pulpo Media,"['Advertising', 'Media']",-,USA,CA,2008-10-01,2,2009-03-01,2009-11-01,acquired
Pulsant,"['Data Centers', 'Information Technology', 'Location Based Services', 'Web Hosting']",25733401,GBR,K7,,1,2014-07-03,2014-07-03,acquired
Pulsar,,945084.628282818,,,,1,2015-05-31,2015-05-31,closed
Pulse,"['iPhone', 'News']",9800000,USA,CA,2010-05-01,2,2010-10-06,2011-06-16,acquired
Pulse Electronics,['Hardware + Software'],121044236,USA,CA,1947-01-01,3,2012-11-20,2014-03-05,acquired
Pulse Entertainment,"['3D', 'Entertainment', 'Messaging']",5800000,USA,CA,1994-01-01,1,2007-03-22,2007-03-22,acquired
Pulse Technologies,['Hardware + Software'],-,ARE,3,,1,2009-02-18,2009-02-18,closed
Pult,"['Games', 'Television']",-,GBR,H9,2011-08-01,1,2012-02-01,2012-02-01,closed
Puma Biotechnology,['Biotechnology'],417300249,USA,CA,,3,2011-10-12,2015-01-27,ipo
Pumant,"['Android', 'Design', 'Facebook Applications', 'Outsourcing', 'Software']",1200000,GBR,A7,2005-08-11,1,2005-01-01,2005-01-01,closed
Pumodo,['Mobile'],173121,DNK,17,2012-03-01,1,2013-04-01,2013-04-01,closed
Pump Engineering,"['Energy', 'Innovation Engineering', 'Services']",1300000,USA,MI,,1,2008-12-01,2008-12-01,acquired
Pump Audio,"['Artists Globally', 'Music']",2500000,,,2001-01-01,1,2007-06-01,2007-06-01,acquired
PUNC,['Health and Wellness'],-,,,,1,2013-02-15,2013-02-15,closed
Punch Entertainment,"['Chat', 'Games', 'Messaging', 'Social Games', 'Virtual Worlds']",2932278,USA,CA,2005-05-10,2,2006-02-27,2009-04-25,closed
Punchd,"['Android', 'iPhone', 'Loyalty Programs', 'Mobile']",50000,USA,CA,2011-01-01,1,2011-02-14,2011-02-14,acquired
PunchTab,"['Analytics', 'Big Data', 'Gamification', 'Incentives', 'Loyalty Programs', 'SaaS']",11500000,USA,CA,2011-01-01,3,2011-05-31,2014-04-30,acquired
PuntoCome,"['Internet', 'Services', 'Specialty Foods']",52584,PER,15,,1,2011-11-01,2011-11-01,closed
PupMunch,"['Internet of Things', 'Pets']",65687.1975651945,FRA,A8,2014-05-15,1,2014-09-03,2014-09-03,closed
PupPod Inc.,"['Computers', 'Design', 'Innovation Management']",20000,,,2015-01-01,1,2015-08-21,2015-08-21,closed
Purcell Systems,"['Design', 'Electronics', 'Manufacturing', 'Service Providers', 'Telecommunications']",25000000,USA,WA,,2,2007-05-04,2007-07-10,acquired
PURE Bioscience,['Biotechnology'],3251250,USA,CA,1992-01-01,3,2010-11-09,2012-07-16,ipo
Pure Digital Technologies,"['Hardware + Software', 'Social Network Media', 'Video', 'Video Streaming']",68200000,USA,CA,2001-09-01,6,2002-09-23,2008-08-18,acquired
Pure Energies Group,"['Clean Technology', 'Energy Management', 'Solar']",15000000,CAN,ON,2009-05-01,3,2013-05-05,2014-06-30,acquired
Pure Klimaschutz,['Clean Technology'],1250000,CHE,25,,1,2009-12-16,2009-12-16,closed
Pure Networks,['Web Hosting'],19500000,USA,WA,2002-01-01,3,2004-05-13,2006-01-11,acquired
Pure Storage,"['Enterprise Software', 'Storage']",530856468,USA,CA,2009-09-01,8,2009-10-01,2014-08-11,ipo
Pure Technologies,"['Energy', 'Engineering Firms', 'Infrastructure', 'Technology', 'Utilities']",3818587,CAN,AB,,2,2010-03-17,2011-04-27,ipo
PureWave Networks,['Mobile'],17000000,USA,CA,2003-01-01,3,2008-12-04,2013-06-14,acquired
PureCars,['Automotive'],10000000,USA,SC,2007-01-01,2,2013-01-08,2013-12-18,acquired
PureEnergy Solutions,['Hardware + Software'],7729998,USA,CO,2005-01-01,1,2009-11-09,2009-11-09,closed
PureSight,"['Internet', 'IT and Cybersecurity', 'SaaS']",3100000,ISR,2,1998-01-01,1,2003-09-10,2003-09-10,acquired
PureVideo Networks,['Curated Web'],8450000,USA,CA,,3,2005-01-01,2007-09-12,closed
Purewire,"['Enterprise Software', 'IT and Cybersecurity', 'Reputation', 'SaaS', 'Security', 'Trusted Networks']",4750000,USA,GA,2007-11-01,3,2007-11-01,2008-08-01,acquired
Purple Labs,['Mobile'],12670000,CHE,25,2001-01-01,1,2007-09-24,2007-09-24,acquired
Push IO,['Software'],200010,USA,CO,2009-04-01,1,2013-11-05,2013-11-05,acquired
PushButton Labs,"['Games', 'Social Games', 'Social Media', 'Software', 'Technology', 'Video Games']",-,USA,OR,2009-05-28,1,2008-07-01,2008-07-01,closed
Pushing Green,['Finance'],150000,USA,CA,2009-01-01,1,2010-04-01,2010-04-01,closed
Pushkart,"['Consumers', 'Curated Web', 'Discounts', 'Shopping', 'Social Media']",250000,USA,NY,2010-01-03,1,2010-03-17,2010-03-17,closed
Pushpay,"['Mobile Payments', 'Software']",35094596.4625067,USA,WA,2011-07-25,10,2013-02-11,2015-10-05,ipo
PutPlace,"['Curated Web', 'Web Development']",1566000,IRL,7,2006-01-01,1,2008-04-01,2008-04-01,closed
Pyke,,-,,,,1,2015-03-20,2015-03-20,closed
Pylba,['Mobile'],1700000,USA,CA,2012-03-01,1,2013-04-28,2013-04-28,closed
PyroGenesis,['Clean Technology'],4000000,CAN,QC,,1,2015-03-30,2015-03-30,ipo
Pyxis Technology,['Software'],18720000,USA,TX,,4,2006-06-26,2010-04-20,acquired
Q-Cells,"['Sales and Marketing', 'Services', 'Technology']",12383031,DEU,14,1999-01-01,1,2004-03-02,2004-03-02,acquired
Q-go,"['CRM', 'Customer Service', 'SaaS', 'Search', 'Software']",-,NLD,7,1999-01-01,1,2004-08-05,2004-08-05,acquired
Q Interactive,['Advertising'],1500000,USA,FL,1995-01-01,1,2005-09-01,2005-09-01,acquired
Q-Layer,['Software'],10669070,BEL,8,2005-01-01,2,2006-05-30,2007-02-05,acquired
Q Medical Centers,['Health and Wellness'],200000,USA,FL,2012-01-01,1,2013-01-04,2013-01-04,closed
Q1 Labs,['Security'],34400000,USA,MA,2001-01-01,3,2003-11-17,2007-01-01,acquired
Q2ebanking,"['Banking', 'Finance', 'FinTech', 'Software', 'Technology']",20000000,USA,TX,2004-01-01,1,2013-03-21,2013-03-21,ipo
Q4bis,['Software'],6000000,USA,CA,,1,2007-07-25,2007-07-25,closed
QBotix,"['Clean Technology', 'Hardware']",23500000,USA,CA,2010-01-01,3,2012-09-04,2014-05-14,closed
QC Corp,['Manufacturing'],-,USA,MD,1971-01-01,1,2014-05-12,2014-05-12,acquired
QderoPateo Communications,['Messaging'],3400000,CHN,30,,1,2010-10-25,2010-10-25,closed
Qdration,['Environmental Innovation'],-,,,,1,2015-04-03,2015-04-03,closed
qianchengwuyou,"['Human Resources', 'Service Providers']",12510000,,,,2,2001-10-01,2002-01-01,ipo
Qifang,['Finance'],200000,CHN,23,2007-08-01,1,2007-01-01,2007-01-01,closed
Qihoo 360 Technology,"['Curated Web', 'Technology']",575400000,CHN,22,2005-06-01,4,2006-01-01,2013-08-28,ipo
Qik,"['Mobile', 'Video']",16600000,USA,CA,2006-06-01,5,2008-04-09,2011-01-06,acquired
